tag	year	Title	Website	Status	motivation	type	shift locus	data shift	shift source	task	Annotator 1	Annotator 2	Notes															
sung-etal-2021-cnnbif-cnn	2021	{CNNB}i{F}: {CNN}-based Bigram Features for Named Entity Recognition	https://aclanthology.org/2021.findings-emnlp.87																									
zheng-lapata-2021-compositional-generalization	2021	Compositional Generalization via Semantic Tagging	https://aclanthology.org/2021.findings-emnlp.88																									
zhang-etal-2021-effectiveness-pre	2021	Effectiveness of Pre-training for Few-shot Intent Classification	https://aclanthology.org/2021.findings-emnlp.96	Flag for further review	practical	across domain	pretrain-test	full	naturally occurring shifts	intent classification	Leila	Koustuv	Finetunes BERT on labled intent data and then few shots over different intent domains															
lee-2021-improving-end	2021	Improving End-to-End Task-Oriented Dialog System with A Simple Auxiliary Task	https://aclanthology.org/2021.findings-emnlp.112	Flag for further review	practical	across domain	train-test	full	natural data splits	dialogue	Leila	Koustuv	For task oriented dialogue they use and auxiliary task to better do TOD. In this part I cant say where the generalization is. But they have OOD testing with fewshot finetuning. 															
zhong-etal-2021-wikibias-detecting	2021	{WIKIBIAS}: Detecting Multi-Span Subjective Biases in Language	https://aclanthology.org/2021.findings-emnlp.155																									
gai-etal-2021-grounded-graph	2021	Grounded Graph Decoding improves Compositional Generalization in Question Answering	https://aclanthology.org/2021.findings-emnlp.157																									
shrivastava-etal-2021-span-pointer	2021	Span Pointer Networks for Non-Autoregressive Task-Oriented Semantic Parsing	https://aclanthology.org/2021.findings-emnlp.161																									
hu-etal-2021-relation-guided	2021	Relation-Guided Pre-Training for Open-Domain Question Answering	https://aclanthology.org/2021.findings-emnlp.292	Done	practical	across domain	pretrain-train	covariate	naturally occurring shifts	question answering	Leila	Koustuv	Creates a QA dataset from wikipedia articles to address low relation coverage, pretrain QA system on this dataset and then finestunes and test over three QA datasets.															
shuster-etal-2021-retrieval-augmentation	2021	Retrieval Augmentation Reduces Hallucination in Conversation	https://aclanthology.org/2021.findings-emnlp.320																									
picco-etal-2021-neural-unification	2021	Neural Unification for Logic Reasoning over Natural Language	https://aclanthology.org/2021.findings-emnlp.331																									
wullach-etal-2021-fight-fire	2021	Fight Fire with Fire: Fine-tuning Hate Detectors using Large Samples of Generated Hate Speech	https://aclanthology.org/2021.findings-emnlp.402	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	hate speech detection	Verna	Zhijing	Technically it's across dataset generalisation, but in the process it's also across domain, because the different datasets have slightly different domains. Pretrained models are rather similar (BERT, Roberta, ALBERT) so I'm not marking the pretrain shift, which is not at all the focus.															
lent-etal-2021-testing	2021	Testing Cross-Database Semantic Parsers With Canonical Utterances	https://aclanthology.org/2021.eval4nlp-1.8																									
zou-etal-2021-low	2021	Low-Resource Dialogue Summarization with Domain-Agnostic Multi-Source Pretraining	https://aclanthology.org/2021.emnlp-main.7		practical	robustness	all	full	naturally occurring shifts	summarisation	Janie		maybe there should be a second row since they also test not full															
sen-etal-2021-counterfactually	2021	How Does Counterfactually Augmented Data Impact Models for Social Computing Constructs?	https://aclanthology.org/2021.emnlp-main.28	Done	practical	across domain	finetune-train/test	full	naturally occurring shifts	text classification	Leila	Koustuv																
sen-etal-2021-counterfactually	2021	How Does Counterfactually Augmented Data Impact Models for Social Computing Constructs?	https://aclanthology.org/2021.emnlp-main.28	Done	practical	robustness	finetune-train/test	label	generated shifts	text classification	Leila	Koustuv	They perform the above but with adverserial samples made from the original data (sentiment, sexisem, and hate speech)															
csordas-etal-2021-devil	2021	The Devil is in the Detail: Simple Tricks Improve Systematic Generalization of Transformers	https://aclanthology.org/2021.emnlp-main.49	Done	practical	robustness	train-test	covariate	generated shifts	seq2seq synthetic	Yanai	Verna																
rivera-soto-etal-2021-learning	2021	Learning Universal Authorship Representations	https://aclanthology.org/2021.emnlp-main.70								Janie																	
wei-etal-2021-frequency	2021	Frequency Effects on Syntactic Rule Learning in Transformers	https://aclanthology.org/2021.emnlp-main.72	Done	practical	structural	pretrain-test	covariate	natural data splits	diagnostic task	Tiago	Dieuwke	This paper evaluates the impact of verb frequencies in BERT's pretraining data on its ability to do number agreement. I wasnt sure if this means we should have train-test or pretrain-test in this case. I annotated it as train--test, since BERT's "pretraining data" is treated as train data here.															
weber-etal-2021-extend	2021	Extend, don’t rebuild: Phrasing conditional graph modification as autoregressive sequence labelling	https://aclanthology.org/2021.emnlp-main.93																									
perez-mayos-etal-2021-much	2021	How much pretraining data do language models need to learn syntax?	https://aclanthology.org/2021.emnlp-main.118	Done	practical	across task	pretrain-train	full	naturally occurring shifts	multiple tasks	Leila	Koustuv	They investigate how much learning with bigger data helps a LM in downstream tasks (POS tagging/semantic parsing/paraphrase detection)															
perez-mayos-etal-2021-much	2021	How much pretraining data do language models need to learn syntax?	https://aclanthology.org/2021.emnlp-main.118	Flag for further review	intrinsic	across task	pretrain-test	full	naturally occurring shifts	syntactic tests	Koustuv	Tiago	Probing task															
perez-mayos-etal-2021-much	2021	How much pretraining data do language models need to learn syntax?	https://aclanthology.org/2021.emnlp-main.118	Flag for further review	intrinsic	across task	pretrain-test	full	naturally occurring shifts	syntactic tests	Koustuv	Tiago	Syntactic Generalization															
huang-etal-2021-improving-zero	2021	Improving Zero-Shot Cross-Lingual Transfer Learning via Robust Training	https://aclanthology.org/2021.emnlp-main.126	Done	practical	across language	finetune-train/test	covariate	natural data splits	multitask	Mikel	Leila	This paper proposes an approach to improve multilingual BERT and evaluates on the typical zero-shot cross-lingualt transfer setup															
bari-etal-2021-nearest	2021	Nearest Neighbour Few-Shot Learning for Cross-lingual Classification	https://aclanthology.org/2021.emnlp-main.131	Done	practical	across language	finetune-train/test	full	natural data splits	multiple tasks	Leila	Koustuv	They finetune a multilingual LM on English data of a certain task and then few shot (wo change of parameters) with other languages in the same task															
bari-etal-2021-nearest	2021	Nearest Neighbour Few-Shot Learning for Cross-lingual Classification	https://aclanthology.org/2021.emnlp-main.131	Done	practical	across task	finetune-train/test	full	natural data splits	paraphrase detection	Leila	Koustuv	Here they perform the above procedure but also perform on a different task															
wu-etal-2021-dialki	2021	{DIALKI}: Knowledge Identification in Conversational Systems through Dialogue-Document Contextualization	https://aclanthology.org/2021.emnlp-main.140																									
tian-etal-2021-diagnosing	2021	Diagnosing the First-Order Logical Reasoning Ability Through {L}ogic{NLI}	https://aclanthology.org/2021.emnlp-main.303	Done	intrinsic	robustness	all	double	generated shifts	reasoning	Yanai	Dieuwke	Investigate how well different pretrained models generalise to a newly proposed first-order-logic reasoning dataset. Because there are different step setup in the FOL stage, this paper is marked to investigate a multi-locus double shift. the training/val/test data of that dataset itself, so the experiments are marked "label shift" with as locus pretrain to test															
ma-etal-2021-exploring	2021	Exploring Strategies for Generalizable Commonsense Reasoning with Pre-trained Models	https://aclanthology.org/2021.emnlp-main.445																									
bau-andreas-2021-neural	2021	How Do Neural Sequence Models Generalize? Local and Global Cues for Out-of-Distribution Prediction	https://aclanthology.org/2021.emnlp-main.448																									
gupta-etal-2021-paired	2021	Paired Examples as Indirect Supervision in Latent Decision Models	https://aclanthology.org/2021.emnlp-main.466																									
aghajanyan-etal-2021-muppet	2021	Muppet: Massive Multi-task Representations with Pre-Finetuning	https://aclanthology.org/2021.emnlp-main.468	Flag for further review	practical	across task	pretrain-train	full	naturally occurring shifts	multiple tasks	Leila	Koustuv	They add a new training stage called pre-finetuning with huge amount of data on a number of enormous tasks. This stage is after pretraining, before finetuning (for task-specific knowledge).															
friedman-etal-2021-single	2021	Single-dataset Experts for Multi-dataset Question Answering	https://aclanthology.org/2021.emnlp-main.495	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	question answering	Leila	Koustuv	This model consists of adaptor networks, where multiple adaptors are trained over multiple tasks. So, in one adaptor case the shift locus is pre-train-train, but for all of them combined the locus in finetune train-test.															
jiang-bansal-2021-inducing	2021	Inducing Transformer{'}s Compositional Generalization Ability via Auxiliary Sequence Prediction Tasks	https://aclanthology.org/2021.emnlp-main.505																									
zuo-etal-2021-adversarial	2021	Adversarial Regularization as Stackelberg Game: An Unrolled Optimization Approach	https://aclanthology.org/2021.emnlp-main.527																									
longpre-etal-2021-entity	2021	Entity-Based Knowledge Conflicts in Question Answering	https://aclanthology.org/2021.emnlp-main.565																									
ye-etal-2021-crossfit	2021	{C}ross{F}it: A Few-shot Learning Challenge for Cross-task Generalization in {NLP}	https://aclanthology.org/2021.emnlp-main.572	Done	practical	across task	pretrain-train	full	natural data splits	multitask	Huygaa	Koustuv	Held-out-NLI experiments															
ye-etal-2021-crossfit	2021	{C}ross{F}it: A Few-shot Learning Challenge for Cross-task Generalization in {NLP}	https://aclanthology.org/2021.emnlp-main.572	Done	practical	across task	all	double	natural data splits	multitask	Huygaa	Koustuv	Random Split experiments															
dalvi-etal-2021-explaining	2021	Explaining Answers with Entailment Trees	https://aclanthology.org/2021.emnlp-main.585																									
zhang-choi-2021-situatedqa	2021	{S}ituated{QA}: Incorporating Extra-Linguistic Contexts into {QA}	https://aclanthology.org/2021.emnlp-main.586	Done	intrinsic	compositional	pretrain-test	covariate	fully generated/selected	question answering	Huygaa	Leila	Table 5, row 1,2,4,5 (unmodified, query modified baselines)															
zhang-choi-2021-situatedqa	2021	{S}ituated{QA}: Incorporating Extra-Linguistic Contexts into {QA}	https://aclanthology.org/2021.emnlp-main.586	Done	intrinsic	compositional	pretrain-train	full	fully generated/selected	question answering	Huygaa	Leila	Table 5, row 3,6 finetuned BERT															
zhou-etal-2021-rica	2021	{RICA}: Evaluating Robust Inference Capabilities Based on Commonsense Axioms	https://aclanthology.org/2021.emnlp-main.598																									
lin-etal-2021-zero	2021	Zero-Shot Dialogue State Tracking via Cross-Task Transfer	https://aclanthology.org/2021.emnlp-main.622																									
chen-etal-2021-honey	2021	Honey or Poison? Solving the Trigger Curse in Few-shot Event Detection via Causal Intervention	https://aclanthology.org/2021.emnlp-main.637																									
yu-joty-2021-effective	2021	Effective Fine-Tuning Methods for Cross-lingual Adaptation	https://aclanthology.org/2021.emnlp-main.668																									
bartolo-etal-2021-improving	2021	Improving Question Answering Model Robustness with Synthetic Adversarial Data Generation	https://aclanthology.org/2021.emnlp-main.696	Flag for further review	practical	compositional	finetune-train/test	covariate	fully generated/selected	question answering	Huygaa		Answer selection experiments - Table 2															
bartolo-etal-2021-improving	2021	Improving Question Answering Model Robustness with Synthetic Adversarial Data Generation	https://aclanthology.org/2021.emnlp-main.696	Done	practical	robustness	finetune-train/test	covariate	generated shifts	question answering	Huygaa	Dieuwke	Table 7. (experiments on adversarial test sets)															
bartolo-etal-2021-improving	2021	Improving Question Answering Model Robustness with Synthetic Adversarial Data Generation	https://aclanthology.org/2021.emnlp-main.696	Done	practical	across domain	finetune-train/test	covariate	generated shifts	question answering	Huygaa	Dieuwke	MRQA experiments - Table 8															
gan-etal-2021-exploring	2021	Exploring Underexplored Limitations of Cross-Domain Text-to-{SQL} Generalization	https://aclanthology.org/2021.emnlp-main.702	Done	practical	across domain	train-test	covariate	natural data splits	semantic parsing / role labelling	Koustuv	Huygaa	Text to SQL task															
ren-etal-2021-text	2021	Text {A}uto{A}ugment: Learning Compositional Augmentation Policy for Text Classification	https://aclanthology.org/2021.emnlp-main.711																									
zhao-etal-2021-unified	2021	A Unified Speaker Adaptation Approach for {ASR}	https://aclanthology.org/2021.emnlp-main.737																									
xu-etal-2021-raise	2021	Raise a Child in Large Language Model: Towards Effective and Generalizable Fine-tuning	https://aclanthology.org/2021.emnlp-main.749	Done	intrinsic	across domain	finetune-train/test	covariate	natural data splits	NLI	Huygaa	Yanai	Table 2 Finetune on MNLI and test on SciTail 															
xu-etal-2021-raise	2021	Raise a Child in Large Language Model: Towards Effective and Generalizable Fine-tuning	https://aclanthology.org/2021.emnlp-main.749	Done	intrinsic	across task	finetune-train/test	full	natural data splits	text classification	Huygaa	Yanai	Figure 2 - Text classification as probing task. Finetune on MRPC and test on other tasks, e.g., QNLI, QQP, CoLA															
korner-etal-2021-classifying	2021	On Classifying whether Two Texts are on the Same Side of an Argument	https://aclanthology.org/2021.emnlp-main.795																									
huang-etal-2021-shot	2021	Few-Shot Named Entity Recognition: An Empirical Baseline Study	https://aclanthology.org/2021.emnlp-main.813																									
basu-roy-chowdhury-etal-2021-everything	2021	Is Everything in Order? A Simple Way to Order Sentences	https://aclanthology.org/2021.emnlp-main.841	Done	intrinsic	robustness	finetune-train/test	covariate	naturally occurring shifts	other	Tiago	Dieuwke	Section 5 experiments across datasets in a single domain (either of): scientific paper abstracts and narratives.															
basu-roy-chowdhury-etal-2021-everything	2021	Is Everything in Order? A Simple Way to Order Sentences	https://aclanthology.org/2021.emnlp-main.841	Done	intrinsic	across domain	finetune-train/test	covariate	naturally occurring shifts	other	Tiago	Dieuwke	Section 5 experiments across datasets in two different domains: scientific paper abstracts and narratives.															
basu-roy-chowdhury-etal-2021-everything	2021	Is Everything in Order? A Simple Way to Order Sentences	https://aclanthology.org/2021.emnlp-main.841	Done	intrinsic	robustness	finetune-train/test	covariate	natural data splits	other	Tiago	Dieuwke	Section 6.2 experiments on length.															
oren-etal-2021-finding	2021	Finding needles in a haystack: Sampling Structurally-diverse Training Sets from Synthetic Data for Compositional Generalization	https://aclanthology.org/2021.emnlp-main.843																									
roy-etal-2021-attribute	2021	Attribute Value Generation from Product Title using Language Models	https://aclanthology.org/2021.ecnlp-1.2																									
huang-etal-2021-counterfactual	2021	Counterfactual Matters: Intrinsic Probing For Dialogue State Tracking	https://aclanthology.org/2021.eancs-1.1																									
kedia-chinthakindi-2021-keep	2021	Keep Learning: Self-supervised Meta-learning for Learning from Inference	https://aclanthology.org/2021.eacl-main.6																									
malkiel-wolf-2021-maximal	2021	Maximal Multiverse Learning for Promoting Cross-Task Generalization of Fine-Tuned Language Models	https://aclanthology.org/2021.eacl-main.14																									
yanaka-etal-2021-exploring	2021	Exploring Transitivity in Neural {NLI} Models through Veridicality	https://aclanthology.org/2021.eacl-main.78	Done	cognitive	compositional	all	double	fully generated/selected	NLI	Yanai	Dieuwke	Compare how pretrained LSTMs (Glove 'pretraining') and BERT models generalise to a generated NLI dataset. Because the dataset is constructed to measure compositionality, and the authors evaluate two different pretraining procedures, they evaluate two stages of  the modelling process. The entry is therefore marked to have a "all" locus, and a double shift.															
lewis-etal-2021-question	2021	Question and Answer Test-Train Overlap in Open-Domain Question Answering Datasets	https://aclanthology.org/2021.eacl-main.86	Done	intrinsic	robustness	finetune-train/test	covariate	natural data splits	question answering	Dieuwke	Florian																
li-etal-2021-zero	2021	Zero-shot Generalization in Dialog State Tracking through Generative Question Answering	https://aclanthology.org/2021.eacl-main.91																									
wu-etal-2021-alternating	2021	Alternating Recurrent Dialog Model with Large-scale Pre-trained Language Models	https://aclanthology.org/2021.eacl-main.110																									
ren-etal-2021-cross	2021	Cross-Topic Rumor Detection using Topic-Mixtures	https://aclanthology.org/2021.eacl-main.131																									
sogaard-etal-2021-need	2021	We Need To Talk About Random Splits	https://aclanthology.org/2021.eacl-main.156	Done	intrinsic	robustness	train-test	covariate	naturally occurring shifts	multitask	Tiago	Huygaa																
weber-etal-2021-language	2021	Language Modelling as a Multi-Task Problem	https://aclanthology.org/2021.eacl-main.176	Done	cognitive	structural	train-test	covariate	natural data splits	syntactic tests	Dieuwke	Dennis																
zhou-etal-2021-hidden	2021	Hidden Biases in Unreliable News Detection Datasets	https://aclanthology.org/2021.eacl-main.211	Done	practical	robustness	finetune-train/test	covariate	naturally occurring shifts	text classification	Huygaa	Zhijing																
yaghoobzadeh-etal-2021-increasing	2021	Increasing Robustness to Spurious Correlations using Forgettable Examples	https://aclanthology.org/2021.eacl-main.291																									
toshniwal-etal-2021-generalization	2021	On Generalization in Coreference Resolution	https://aclanthology.org/2021.crac-1.12																									
dankers-etal-2021-generalising	2021	Generalising to {G}erman Plural Noun Classe	https://aclanthology.org/2021.conll-1.8	Done	cognitive	structural	train-test	covariate	generated shifts	morphological inflection	Dieuwke	Verna																
scholman-etal-2021-comparison	2021	Comparison of methods for explicit discourse connective identification across various domains	https://aclanthology.org/2021.codi-main.9																									
liu-chen-2021-improving	2021	Improving Multi-Party Dialogue Discourse Parsing via Domain Integration	https://aclanthology.org/2021.codi-main.11																									
liu-etal-2021-dmrst	2021	{DMRST}: A Joint Framework for Document-Level Multilingual {RST} Discourse Segmentation and Parsing	https://aclanthology.org/2021.codi-main.15																									
kouris-etal-2021-abstractive	2021	Abstractive Text Summarization: Enhancing Sequence-to-Sequence Models Using Word Sense Disambiguation and Semantic Content Generalization	https://aclanthology.org/2021.cl-4.27																									
xiachong-etal-2021-incorporating	2021	Incorporating Commonsense Knowledge into Abstractive Dialogue Summarization via Heterogeneous Graph Networks	https://aclanthology.org/2021.ccl-1.86																									
haneczok-etal-2021-fine	2021	Fine-grained Event Classification in News-like Text Snippets - Shared Task	https://aclanthology.org/2021.case-1.23																									
cabrera-diego-etal-2021-using	2021	Using a Frustratingly Easy Domain and Tagset Adaptation for Creating {S}lavic Named Entity Recognition Systems	https://aclanthology.org/2021.bsnlp-1.12																									
hansen-sogaard-2021-guideline	2021	Guideline Bias in {W}izard-of-{O}z Dialogues	https://aclanthology.org/2021.bppf-1.2																									
chaabouni-etal-2021-transformers	2021	Can Transformers Jump Around Right in Natural Language? Assessing Performance Transfer from {SCAN}	https://aclanthology.org/2021.blackboxnlp-1.9	Done	intrinsic	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Koustuv	Florian	Test whether performance improvements on SCAN transfer to natural language improvements															
chaabouni-etal-2021-transformers	2021	Can Transformers Jump Around Right in Natural Language? Assessing Performance Transfer from {SCAN}	https://aclanthology.org/2021.blackboxnlp-1.9	Flag for further review	intrinsic	compositional	train-test	covariate	generated shifts	seq2seq synthetic	Koustuv	Florian	Experiments with MT corpora															
kanashiro-pereira-etal-2021-multi	2021	Multi-Layer Random Perturbation Training for improving Model Generalization Efficiently	https://aclanthology.org/2021.blackboxnlp-1.23																									
yanaka-mineshima-2021-assessing	2021	Assessing the Generalization Capacity of Pre-trained Language Models through {J}apanese Adversarial Natural Language Inference	https://aclanthology.org/2021.blackboxnlp-1.26	First check done	intrinsic	robustness	finetune-train/test	full	generated shifts	NLI	Huygaa		Table 7. Japanese BERT was finetuned on JSICK and tested on JaNLI. JSICK's contradiction and neutral labels are equal to non-entailment label of JaNLI. 															
nguyen-etal-2021-combining	2021	Combining Shallow and Deep Representations for Text-Pair Classification	https://aclanthology.org/2021.alta-1.7																									
maronikolakis-schutze-2021-multidomain	2021	Multidomain Pretrained Language Models for Green {NLP}	https://aclanthology.org/2021.adaptnlp-1.1																									
wu-etal-2021-conditional	2021	Conditional Adversarial Networks for Multi-Domain Text Classification	https://aclanthology.org/2021.adaptnlp-1.3	First check done	practical	across domain	train-test	covariate	natural data splits	text classification	Huygaa		Table 4															
zhao-etal-2021-effective	2021	Effective Distant Supervision for Temporal Relation Extraction	https://aclanthology.org/2021.adaptnlp-1.20																									
ghosh-etal-2021-helpful	2021	How Helpful is Inverse Reinforcement Learning for Table-to-Text Generation?	https://aclanthology.org/2021.acl-short.11																									
han-wang-2021-good	2021	Doing Good or Doing Right? Exploring the Weakness of Commonsense Causal Reasoning Models	https://aclanthology.org/2021.acl-short.20																									
ranasinghe-etal-2021-exploratory	2021	An Exploratory Analysis of Multilingual Word-Level Quality Estimation with Cross-Lingual Transformers	https://aclanthology.org/2021.acl-short.55	Done	practical	across language	finetune-train/test	covariate	natural data splits	other	Mikel		Typical cross-lingual transfer setup for MT quality estimation (train on all languages, all but target, or few examples in target)															
li-etal-2021-exploration	2021	Exploration and Exploitation: Two Ways to Improve {C}hinese Spelling Correction Models	https://aclanthology.org/2021.acl-short.56	Done	practical	robustness	all	double	generated shifts	other	Dieuwke	Dennis	Generalisation to unseen misspellings in the finetuning stage. Because multiple pretrained models are compared, I marked this a double shift with a full locus. Because the test adds adversarial data in the finetuning stage, I mark the shift "generated".															
kim-etal-2021-improving	2021	Improving Compositional Generalization in Classification Tasks via Structure Annotations	https://aclanthology.org/2021.acl-short.81	Done	practical	compositional	train-test	covariate	generated shifts	text classification	Koustuv	Florian																
ye-ren-2021-learning	2021	Learning to Generate Task-Specific Adapters from Task Description	https://aclanthology.org/2021.acl-short.82																									
du-etal-2021-qa	2021	{QA}-Driven Zero-shot Slot Filling with Weak Supervision Pretraining	https://aclanthology.org/2021.acl-short.83																									
gupta-srikumar-2021-x	2021	{X}-Fact: A New Benchmark Dataset for Multilingual Fact Checking	https://aclanthology.org/2021.acl-short.86	Done	practical	across domain	finetune-train/test	covariate	naturally occurring shifts	fact checking	Dieuwke	Yanai	Introduction of X-Fact, a multilingual fact-checking dataset, with challenge sets to evaluate generalisation across domain and across languages. Authors finetune an M-BERT model to the task and compare within-domain and across domain generalisation, as well as generalisation to languages that were not in the training data. This entry refers to the across-domain experiments (alpha 2).															
gupta-srikumar-2021-x	2021	{X}-Fact: A New Benchmark Dataset for Multilingual Fact Checking	https://aclanthology.org/2021.acl-short.86	Done	practical	across language	finetune-train/test	covariate	naturally occurring shifts	fact checking	Dieuwke	Yanai	Introduction of X-Fact, a multilingual fact-checking dataset, with challenge sets to evaluate generalisation across domain and across languages. Authors finetune an M-BERT model to the task and compare within-domain and across domain generalisation, as well as generalisation to languages that were not in the training data. This entry refers to the across-language experiments (alpha_3).															
srivastava-goodman-2021-question	2021	Question Generation for Adaptive Education	https://aclanthology.org/2021.acl-short.88																									
moghimifar-etal-2021-neural	2021	Neural-Symbolic Commonsense Reasoner with Relation Predictors	https://aclanthology.org/2021.acl-short.100																									
tang-etal-2021-dureader	2021	{D}u{R}eader{\_}robust: A {C}hinese Dataset Towards Evaluating Robustness and Generalization of Machine Reading Comprehension in Real-World Applications	https://aclanthology.org/2021.acl-short.120																									
liang-leung-2021-improving	2021	Improving Model Generalization: A {C}hinese Named Entity Recognition Case Study	https://aclanthology.org/2021.acl-short.125																									
zhou-lampouras-2021-generalising	2021	Generalising Multilingual Concept-to-Text {NLG} with Language Agnostic Delexicalisation	https://aclanthology.org/2021.acl-long.10																									
lin-etal-2021-learning	2021	Learning Language Specific Sub-network for Multilingual Machine Translation	https://aclanthology.org/2021.acl-long.25	Done	practical	across language	pretrain-train	covariate	naturally occurring shifts	machine translation	Florian	Huygaa	Finetuning experiments															
lin-etal-2021-learning	2021	Learning Language Specific Sub-network for Multilingual Machine Translation	https://aclanthology.org/2021.acl-long.25	Done	practical	across language	pretrain-test	covariate	naturally occurring shifts	machine translation	Florian	Huygaa	Zero shot experiments															
karimi-mahabadi-etal-2021-parameter	2021	Parameter-efficient Multi-task Fine-tuning for Transformers via Shared Hypernetworks	https://aclanthology.org/2021.acl-long.47	Flag for further review	practical	across task	pretrain-train	label	naturally occurring shifts	multitask	Dieuwke		If I understand this well, they propose a new method/model for (low-resource) finetuning															
herzig-berant-2021-span	2021	Span-based Semantic Parsing for Compositional Generalization	https://aclanthology.org/2021.acl-long.74																									
shaw-etal-2021-compositional	2021	Compositional Generalization and Natural Language Variation: Can a Semantic Parsing Approach Handle Both?	https://aclanthology.org/2021.acl-long.75	Flag for further review	cognitive	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Verna	Zhijing	SCAN (intro mentions both practical & cognitive motivation, not sure which one to choose)															
shaw-etal-2021-compositional	2021	Compositional Generalization and Natural Language Variation: Can a Semantic Parsing Approach Handle Both?	https://aclanthology.org/2021.acl-long.75	Done	cognitive	compositional	train-test	covariate	natural data splits	semantic parsing / role labelling	Verna	Zhijing	Spider & GeoQuery  (intro mentions both practical & cognitive motivation, not sure which one to choose)															
davis-van-schijndel-2021-uncovering	2021	Uncovering Constraint-Based Behavior in Neural Models via Targeted Fine-Tuning	https://aclanthology.org/2021.acl-long.93																									
zhang-etal-2021-dataset	2021	A Dataset and Baselines for Multilingual Reply Suggestion	https://aclanthology.org/2021.acl-long.97	Done	practical	across language	finetune-train/test	covariate	natural data splits	other	Mikel	Huygaa	Typical cross-lingual transfer setup (train on English only vs multiple languages vs target language)															
nie-etal-2021-like	2021	I like fish, especially dolphins: Addressing Contradictions in Dialogue Modeling	https://aclanthology.org/2021.acl-long.134																									
xu-etal-2021-optimizing	2021	Optimizing Deeper Transformers on Small Datasets	https://aclanthology.org/2021.acl-long.163	Done	practical	across domain	all	double	naturally occurring shifts	semantic parsing / role labelling	Dieuwke	Dennis	My understanding is that this is a study where they consider all kinds of different settings with both pretraining and finetuning (hence double locus + split), but I could be wrong.															
lee-etal-2021-kaggledbqa	2021	{K}aggle{DBQA}: Realistic Evaluation of Text-to-{SQL} Parsers	https://aclanthology.org/2021.acl-long.176																									
shen-etal-2021-enhancing	2021	Enhancing the generalization for Intent Classification and Out-of-Domain Detection in {SLU}	https://aclanthology.org/2021.acl-long.190																									
ding-etal-2021-nerd	2021	Few-{NERD}: A Few-shot Named Entity Recognition Dataset	https://aclanthology.org/2021.acl-long.248																									
conklin-etal-2021-meta	2021	Meta-Learning to Compositionally Generalize	https://aclanthology.org/2021.acl-long.258	Done	cognitive	compositional	train-test	covariate	fully generated/selected	seq2seq synthetic	Verna	Dieuwke	SCAN experiments															
conklin-etal-2021-meta	2021	Meta-Learning to Compositionally Generalize	https://aclanthology.org/2021.acl-long.258	Done	cognitive	compositional	train-test	covariate	fully generated/selected	semantic parsing / role labelling	Verna	Dieuwke	COGS experiments															
hofmann-etal-2021-superbizarre	2021	Superbizarre Is Not Superb: Derivational Morphology Improves {BERT}{'}s Interpretation of Complex Words	https://aclanthology.org/2021.acl-long.279	Done	practical	structural	finetune-train/test	covariate	naturally occurring shifts	text classification	Huygaa	Tiago	Text classifications as probing tasks of BERT, and its input was linguistically better segmented.															
qian-etal-2021-structural	2021	Structural Guidance for Transformer Language Models	https://aclanthology.org/2021.acl-long.289																									
chen-etal-2021-hiddencut	2021	{H}idden{C}ut: Simple Data Augmentation for Natural Language Understanding with Better Generalizability	https://aclanthology.org/2021.acl-long.338																									
peng-etal-2021-raddle	2021	{RADDLE}: An Evaluation Benchmark and Analysis Platform for Robust Task-oriented Dialog Systems	https://aclanthology.org/2021.acl-long.341																									
ahmad-etal-2021-syntax	2021	Syntax-augmented Multilingual {BERT} for Cross-lingual Transfer	https://aclanthology.org/2021.acl-long.350	Done	practical	across language	finetune-train/test	covariate	natural data splits	multiple tasks	Mikel	Leila	The paper proposes augmenting multilingual BERT pretraining with syntactic information and evaluates it in typical zero-shot cross-lingual transfer settings															
li-etal-2021-compositional	2021	On Compositional Generalization of Neural Machine Translation	https://aclanthology.org/2021.acl-long.368	Done	intrinsic	compositional	train-test	covariate	generated shifts	machine translation	Verna	Dieuwke																
akyurek-andreas-2021-lexicon	2021	Lexicon Learning for Few Shot Sequence Modeling	https://aclanthology.org/2021.acl-long.382																									
kuribayashi-etal-2021-lower	2021	Lower Perplexity is Not Always Human-Like	https://aclanthology.org/2021.acl-long.405	Flag for further review							Tiago		I am not sure this paper investigates generalisation. It basically trains several language models in English and Japanese. The authors then evaluate whether the surprisal estimates of better models lead to better predicitons of reading times in Japanese (as has been reported in English). So they investigate whether the psycholinguistic theory generalises across languages, but not the models themselves.															
du-etal-2021-meta	2021	Meta-Learning with Variational Semantic Memory for Word Sense Disambiguation	https://aclanthology.org/2021.acl-long.409																									
mao-etal-2021-banditmtl	2021	{B}andit{MTL}: Bandit-based Multi-task Learning for Text Classification	https://aclanthology.org/2021.acl-long.428	Done	practical	across task	finetune-train/test	label	naturally occurring shifts	text classification	Florian	Zhijing	Label shift was chosen because the method uses both tasks during training but is then only evaluated on both individually.															
lee-etal-2021-learning-perturb	2021	Learning to Perturb Word Embeddings for Out-of-distribution {QA}	https://aclanthology.org/2021.acl-long.434																									
liu-etal-2021-learning-ask	2021	Learning to Ask Conversational Questions by Optimizing {L}evenshtein Distance	https://aclanthology.org/2021.acl-long.438																									
